País,Año,Horas,Metrica,Porcentaje_x,Red,Porcentaje_y
Argentina,2018.0,3.17,Motivar compras a través del botón 'Comprar',10.0,FB Messenger,61.0
Argentina,2018.0,3.17,Motivar compras a través del botón 'Comprar',10.0,Instagram,71.0
Argentina,2018.0,3.17,Motivar compras a través del botón 'Comprar',10.0,Snapchat,20.0
Argentina,2018.0,3.17,Motivar compras a través del botón 'Comprar',10.0,Twitter,47.0
Argentina,2018.0,3.17,Motivar compras a través del botón 'Comprar',10.0,WhatsApp,90.0
Argentina,2019.0,3.27,Uso de redes sociales para mantenerse informado,49.0,Facebook,89.0
Argentina,2019.0,3.27,Uso de redes sociales para mantenerse informado,49.0,FB Messenger,61.0
Argentina,2019.0,3.27,Uso de redes sociales para mantenerse informado,49.0,Instagram,71.0
Argentina,2019.0,3.27,Uso de redes sociales para mantenerse informado,49.0,Snapchat,20.0
Argentina,2019.0,3.27,Uso de redes sociales para mantenerse informado,49.0,Twitter,47.0
Argentina,2019.0,3.27,Uso de redes sociales para mantenerse informado,49.0,WhatsApp,90.0
Argentina,2019.0,3.27,Seguir marcas que les gustan,45.0,Facebook,89.0
Argentina,2019.0,3.27,Seguir marcas que les gustan,45.0,FB Messenger,61.0
Argentina,2019.0,3.27,Seguir marcas que les gustan,45.0,Instagram,71.0
Argentina,2019.0,3.27,Seguir marcas que les gustan,45.0,Snapchat,20.0
Argentina,2019.0,3.27,Seguir marcas que les gustan,45.0,Twitter,47.0
Argentina,2019.0,3.27,Seguir marcas que les gustan,45.0,WhatsApp,90.0
Argentina,2019.0,3.27,Descubrir marcas a través de comentarios,38.0,Facebook,89.0
Argentina,2019.0,3.27,Descubrir marcas a través de comentarios,38.0,FB Messenger,61.0
Argentina,2019.0,3.27,Descubrir marcas a través de comentarios,38.0,Instagram,71.0
Argentina,2019.0,3.27,Descubrir marcas a través de comentarios,38.0,Snapchat,20.0
Argentina,2019.0,3.27,Descubrir marcas a través de comentarios,38.0,Twitter,47.0
Argentina,2019.0,3.27,Descubrir marcas a través de comentarios,38.0,WhatsApp,90.0
Argentina,2019.0,3.27,Investigar productos/marcas usando redes sociales,61.0,Facebook,89.0
Argentina,2019.0,3.27,Investigar productos/marcas usando redes sociales,61.0,FB Messenger,61.0
Argentina,2019.0,3.27,Investigar productos/marcas usando redes sociales,61.0,Instagram,71.0
Argentina,2019.0,3.27,Investigar productos/marcas usando redes sociales,61.0,Snapchat,20.0
Argentina,2019.0,3.27,Investigar productos/marcas usando redes sociales,61.0,Twitter,47.0
Argentina,2019.0,3.27,Investigar productos/marcas usando redes sociales,61.0,WhatsApp,90.0
Argentina,2019.0,3.27,Motivar compras a través de 'Me gusta',25.0,Facebook,89.0
Argentina,2019.0,3.27,Motivar compras a través de 'Me gusta',25.0,FB Messenger,61.0
Argentina,2019.0,3.27,Motivar compras a través de 'Me gusta',25.0,Instagram,71.0
Argentina,2019.0,3.27,Motivar compras a través de 'Me gusta',25.0,Snapchat,20.0
Argentina,2019.0,3.27,Motivar compras a través de 'Me gusta',25.0,Twitter,47.0
Argentina,2019.0,3.27,Motivar compras a través de 'Me gusta',25.0,WhatsApp,90.0
Argentina,2019.0,3.27,Motivar compras a través del botón 'Comprar',10.0,Facebook,89.0
Argentina,2019.0,3.27,Motivar compras a través del botón 'Comprar',10.0,FB Messenger,61.0
Argentina,2019.0,3.27,Motivar compras a través del botón 'Comprar',10.0,Instagram,71.0
Argentina,2019.0,3.27,Motivar compras a través del botón 'Comprar',10.0,Snapchat,20.0
Argentina,2019.0,3.27,Motivar compras a través del botón 'Comprar',10.0,Twitter,47.0
Argentina,2019.0,3.27,Motivar compras a través del botón 'Comprar',10.0,WhatsApp,90.0
Australia,2012.0,1.15,Uso de redes sociales para mantenerse informado,34.0,Facebook,80.0
Australia,2012.0,1.15,Uso de redes sociales para mantenerse informado,34.0,FB Messenger,65.0
Australia,2012.0,1.15,Uso de redes sociales para mantenerse informado,34.0,Instagram,49.0
Australia,2012.0,1.15,Uso de redes sociales para mantenerse informado,34.0,Snapchat,28.0
Australia,2012.0,1.15,Uso de redes sociales para mantenerse informado,34.0,Twitter,27.0
Australia,2012.0,1.15,Uso de redes sociales para mantenerse informado,34.0,WhatsApp,29.0
Australia,2012.0,1.15,Seguir marcas que les gustan,36.0,Facebook,80.0
Australia,2012.0,1.15,Seguir marcas que les gustan,36.0,FB Messenger,65.0
Australia,2012.0,1.15,Seguir marcas que les gustan,36.0,Instagram,49.0
Australia,2012.0,1.15,Seguir marcas que les gustan,36.0,Snapchat,28.0
Australia,2012.0,1.15,Seguir marcas que les gustan,36.0,Twitter,27.0
Australia,2012.0,1.15,Seguir marcas que les gustan,36.0,WhatsApp,29.0
Australia,2012.0,1.15,Descubrir marcas a través de comentarios,22.0,Facebook,80.0
Australia,2012.0,1.15,Descubrir marcas a través de comentarios,22.0,FB Messenger,65.0
Australia,2012.0,1.15,Descubrir marcas a través de comentarios,22.0,Instagram,49.0
Australia,2012.0,1.15,Descubrir marcas a través de comentarios,22.0,Snapchat,28.0
Australia,2012.0,1.15,Descubrir marcas a través de comentarios,22.0,Twitter,27.0
Australia,2012.0,1.15,Descubrir marcas a través de comentarios,22.0,WhatsApp,29.0
Australia,2012.0,1.15,Investigar productos/marcas usando redes sociales,31.0,Facebook,80.0
Australia,2012.0,1.15,Investigar productos/marcas usando redes sociales,31.0,FB Messenger,65.0
Australia,2012.0,1.15,Investigar productos/marcas usando redes sociales,31.0,Instagram,49.0
Australia,2012.0,1.15,Investigar productos/marcas usando redes sociales,31.0,Snapchat,28.0
Australia,2012.0,1.15,Investigar productos/marcas usando redes sociales,31.0,Twitter,27.0
Australia,2012.0,1.15,Investigar productos/marcas usando redes sociales,31.0,WhatsApp,29.0
Australia,2012.0,1.15,Motivar compras a través de 'Me gusta',14.0,Facebook,80.0
Australia,2012.0,1.15,Motivar compras a través de 'Me gusta',14.0,FB Messenger,65.0
Australia,2012.0,1.15,Motivar compras a través de 'Me gusta',14.0,Instagram,49.0
Australia,2012.0,1.15,Motivar compras a través de 'Me gusta',14.0,Snapchat,28.0
Australia,2012.0,1.15,Motivar compras a través de 'Me gusta',14.0,Twitter,27.0
Australia,2012.0,1.15,Motivar compras a través de 'Me gusta',14.0,WhatsApp,29.0
Australia,2012.0,1.15,Motivar compras a través del botón 'Comprar',5.0,Facebook,80.0
Australia,2012.0,1.15,Motivar compras a través del botón 'Comprar',5.0,FB Messenger,65.0
Australia,2012.0,1.15,Motivar compras a través del botón 'Comprar',5.0,Instagram,49.0
Australia,2012.0,1.15,Motivar compras a través del botón 'Comprar',5.0,Snapchat,28.0
Australia,2012.0,1.15,Motivar compras a través del botón 'Comprar',5.0,Twitter,27.0
Australia,2012.0,1.15,Motivar compras a través del botón 'Comprar',5.0,WhatsApp,29.0
Australia,2013.0,1.13,Uso de redes sociales para mantenerse informado,34.0,Facebook,80.0
Australia,2013.0,1.13,Uso de redes sociales para mantenerse informado,34.0,FB Messenger,65.0
Australia,2013.0,1.13,Uso de redes sociales para mantenerse informado,34.0,Instagram,49.0
Australia,2013.0,1.13,Uso de redes sociales para mantenerse informado,34.0,Snapchat,28.0
Australia,2013.0,1.13,Uso de redes sociales para mantenerse informado,34.0,Twitter,27.0
Australia,2013.0,1.13,Uso de redes sociales para mantenerse informado,34.0,WhatsApp,29.0
Australia,2013.0,1.13,Seguir marcas que les gustan,36.0,Facebook,80.0
Australia,2013.0,1.13,Seguir marcas que les gustan,36.0,FB Messenger,65.0
Australia,2013.0,1.13,Seguir marcas que les gustan,36.0,Instagram,49.0
Australia,2013.0,1.13,Seguir marcas que les gustan,36.0,Snapchat,28.0
Australia,2013.0,1.13,Seguir marcas que les gustan,36.0,Twitter,27.0
Australia,2013.0,1.13,Seguir marcas que les gustan,36.0,WhatsApp,29.0
Australia,2013.0,1.13,Descubrir marcas a través de comentarios,22.0,Facebook,80.0
Australia,2013.0,1.13,Descubrir marcas a través de comentarios,22.0,FB Messenger,65.0
Australia,2013.0,1.13,Descubrir marcas a través de comentarios,22.0,Instagram,49.0
Australia,2013.0,1.13,Descubrir marcas a través de comentarios,22.0,Snapchat,28.0
Australia,2013.0,1.13,Descubrir marcas a través de comentarios,22.0,Twitter,27.0
Australia,2013.0,1.13,Descubrir marcas a través de comentarios,22.0,WhatsApp,29.0
Australia,2013.0,1.13,Investigar productos/marcas usando redes sociales,31.0,Facebook,80.0
Australia,2013.0,1.13,Investigar productos/marcas usando redes sociales,31.0,FB Messenger,65.0
Australia,2013.0,1.13,Investigar productos/marcas usando redes sociales,31.0,Instagram,49.0
Australia,2013.0,1.13,Investigar productos/marcas usando redes sociales,31.0,Snapchat,28.0
Australia,2013.0,1.13,Investigar productos/marcas usando redes sociales,31.0,Twitter,27.0
Australia,2013.0,1.13,Investigar productos/marcas usando redes sociales,31.0,WhatsApp,29.0
Australia,2013.0,1.13,Motivar compras a través de 'Me gusta',14.0,Facebook,80.0
Australia,2013.0,1.13,Motivar compras a través de 'Me gusta',14.0,FB Messenger,65.0
Australia,2013.0,1.13,Motivar compras a través de 'Me gusta',14.0,Instagram,49.0
Australia,2013.0,1.13,Motivar compras a través de 'Me gusta',14.0,Snapchat,28.0
Australia,2013.0,1.13,Motivar compras a través de 'Me gusta',14.0,Twitter,27.0
Australia,2013.0,1.13,Motivar compras a través de 'Me gusta',14.0,WhatsApp,29.0
Australia,2013.0,1.13,Motivar compras a través del botón 'Comprar',5.0,Facebook,80.0
Australia,2013.0,1.13,Motivar compras a través del botón 'Comprar',5.0,FB Messenger,65.0
Australia,2013.0,1.13,Motivar compras a través del botón 'Comprar',5.0,Instagram,49.0
Australia,2013.0,1.13,Motivar compras a través del botón 'Comprar',5.0,Snapchat,28.0
Australia,2013.0,1.13,Motivar compras a través del botón 'Comprar',5.0,Twitter,27.0
Australia,2013.0,1.13,Motivar compras a través del botón 'Comprar',5.0,WhatsApp,29.0
Australia,2014.0,1.11,Uso de redes sociales para mantenerse informado,34.0,Facebook,80.0
Australia,2014.0,1.11,Uso de redes sociales para mantenerse informado,34.0,FB Messenger,65.0
Australia,2014.0,1.11,Uso de redes sociales para mantenerse informado,34.0,Instagram,49.0
Australia,2014.0,1.11,Uso de redes sociales para mantenerse informado,34.0,Snapchat,28.0
Australia,2014.0,1.11,Uso de redes sociales para mantenerse informado,34.0,Twitter,27.0
Australia,2014.0,1.11,Uso de redes sociales para mantenerse informado,34.0,WhatsApp,29.0
Australia,2014.0,1.11,Seguir marcas que les gustan,36.0,Facebook,80.0
Australia,2014.0,1.11,Seguir marcas que les gustan,36.0,FB Messenger,65.0
Australia,2014.0,1.11,Seguir marcas que les gustan,36.0,Instagram,49.0
Australia,2014.0,1.11,Seguir marcas que les gustan,36.0,Snapchat,28.0
Australia,2014.0,1.11,Seguir marcas que les gustan,36.0,Twitter,27.0
Australia,2014.0,1.11,Seguir marcas que les gustan,36.0,WhatsApp,29.0
Australia,2014.0,1.11,Descubrir marcas a través de comentarios,22.0,Facebook,80.0
Australia,2014.0,1.11,Descubrir marcas a través de comentarios,22.0,FB Messenger,65.0
Australia,2014.0,1.11,Descubrir marcas a través de comentarios,22.0,Instagram,49.0
Australia,2014.0,1.11,Descubrir marcas a través de comentarios,22.0,Snapchat,28.0
Australia,2014.0,1.11,Descubrir marcas a través de comentarios,22.0,Twitter,27.0
Australia,2014.0,1.11,Descubrir marcas a través de comentarios,22.0,WhatsApp,29.0
Australia,2014.0,1.11,Investigar productos/marcas usando redes sociales,31.0,Facebook,80.0
Australia,2014.0,1.11,Investigar productos/marcas usando redes sociales,31.0,FB Messenger,65.0
Australia,2014.0,1.11,Investigar productos/marcas usando redes sociales,31.0,Instagram,49.0
Australia,2014.0,1.11,Investigar productos/marcas usando redes sociales,31.0,Snapchat,28.0
Australia,2014.0,1.11,Investigar productos/marcas usando redes sociales,31.0,Twitter,27.0
Australia,2014.0,1.11,Investigar productos/marcas usando redes sociales,31.0,WhatsApp,29.0
Australia,2014.0,1.11,Motivar compras a través de 'Me gusta',14.0,Facebook,80.0
Australia,2014.0,1.11,Motivar compras a través de 'Me gusta',14.0,FB Messenger,65.0
Australia,2014.0,1.11,Motivar compras a través de 'Me gusta',14.0,Instagram,49.0
Australia,2014.0,1.11,Motivar compras a través de 'Me gusta',14.0,Snapchat,28.0
Australia,2014.0,1.11,Motivar compras a través de 'Me gusta',14.0,Twitter,27.0
Australia,2014.0,1.11,Motivar compras a través de 'Me gusta',14.0,WhatsApp,29.0
Australia,2014.0,1.11,Motivar compras a través del botón 'Comprar',5.0,Facebook,80.0
Australia,2014.0,1.11,Motivar compras a través del botón 'Comprar',5.0,FB Messenger,65.0
Australia,2014.0,1.11,Motivar compras a través del botón 'Comprar',5.0,Instagram,49.0
Australia,2014.0,1.11,Motivar compras a través del botón 'Comprar',5.0,Snapchat,28.0
Australia,2014.0,1.11,Motivar compras a través del botón 'Comprar',5.0,Twitter,27.0
Australia,2014.0,1.11,Motivar compras a través del botón 'Comprar',5.0,WhatsApp,29.0
Australia,2015.0,1.1,Uso de redes sociales para mantenerse informado,34.0,Facebook,80.0
Australia,2015.0,1.1,Uso de redes sociales para mantenerse informado,34.0,FB Messenger,65.0
Australia,2015.0,1.1,Uso de redes sociales para mantenerse informado,34.0,Instagram,49.0
Australia,2015.0,1.1,Uso de redes sociales para mantenerse informado,34.0,Snapchat,28.0
Australia,2015.0,1.1,Uso de redes sociales para mantenerse informado,34.0,Twitter,27.0
Australia,2015.0,1.1,Uso de redes sociales para mantenerse informado,34.0,WhatsApp,29.0
Australia,2015.0,1.1,Seguir marcas que les gustan,36.0,Facebook,80.0
Australia,2015.0,1.1,Seguir marcas que les gustan,36.0,FB Messenger,65.0
Australia,2015.0,1.1,Seguir marcas que les gustan,36.0,Instagram,49.0
Australia,2015.0,1.1,Seguir marcas que les gustan,36.0,Snapchat,28.0
Australia,2015.0,1.1,Seguir marcas que les gustan,36.0,Twitter,27.0
Australia,2015.0,1.1,Seguir marcas que les gustan,36.0,WhatsApp,29.0
Australia,2015.0,1.1,Descubrir marcas a través de comentarios,22.0,Facebook,80.0
Australia,2015.0,1.1,Descubrir marcas a través de comentarios,22.0,FB Messenger,65.0
Australia,2015.0,1.1,Descubrir marcas a través de comentarios,22.0,Instagram,49.0
Australia,2015.0,1.1,Descubrir marcas a través de comentarios,22.0,Snapchat,28.0
Australia,2015.0,1.1,Descubrir marcas a través de comentarios,22.0,Twitter,27.0
Australia,2015.0,1.1,Descubrir marcas a través de comentarios,22.0,WhatsApp,29.0
Australia,2015.0,1.1,Investigar productos/marcas usando redes sociales,31.0,Facebook,80.0
Australia,2015.0,1.1,Investigar productos/marcas usando redes sociales,31.0,FB Messenger,65.0
Australia,2015.0,1.1,Investigar productos/marcas usando redes sociales,31.0,Instagram,49.0
Australia,2015.0,1.1,Investigar productos/marcas usando redes sociales,31.0,Snapchat,28.0
Australia,2015.0,1.1,Investigar productos/marcas usando redes sociales,31.0,Twitter,27.0
Australia,2015.0,1.1,Investigar productos/marcas usando redes sociales,31.0,WhatsApp,29.0
Australia,2015.0,1.1,Motivar compras a través de 'Me gusta',14.0,Facebook,80.0
Australia,2015.0,1.1,Motivar compras a través de 'Me gusta',14.0,FB Messenger,65.0
Australia,2015.0,1.1,Motivar compras a través de 'Me gusta',14.0,Instagram,49.0
Australia,2015.0,1.1,Motivar compras a través de 'Me gusta',14.0,Snapchat,28.0
Australia,2015.0,1.1,Motivar compras a través de 'Me gusta',14.0,Twitter,27.0
Australia,2015.0,1.1,Motivar compras a través de 'Me gusta',14.0,WhatsApp,29.0
Australia,2015.0,1.1,Motivar compras a través del botón 'Comprar',5.0,Facebook,80.0
Australia,2015.0,1.1,Motivar compras a través del botón 'Comprar',5.0,FB Messenger,65.0
Australia,2015.0,1.1,Motivar compras a través del botón 'Comprar',5.0,Instagram,49.0
Australia,2015.0,1.1,Motivar compras a través del botón 'Comprar',5.0,Snapchat,28.0
Australia,2015.0,1.1,Motivar compras a través del botón 'Comprar',5.0,Twitter,27.0
Australia,2015.0,1.1,Motivar compras a través del botón 'Comprar',5.0,WhatsApp,29.0
Australia,2016.0,1.36,Uso de redes sociales para mantenerse informado,34.0,Facebook,80.0
Australia,2016.0,1.36,Uso de redes sociales para mantenerse informado,34.0,FB Messenger,65.0
Australia,2016.0,1.36,Uso de redes sociales para mantenerse informado,34.0,Instagram,49.0
Australia,2016.0,1.36,Uso de redes sociales para mantenerse informado,34.0,Snapchat,28.0
Australia,2016.0,1.36,Uso de redes sociales para mantenerse informado,34.0,Twitter,27.0
Australia,2016.0,1.36,Uso de redes sociales para mantenerse informado,34.0,WhatsApp,29.0
Australia,2016.0,1.36,Seguir marcas que les gustan,36.0,Facebook,80.0
Australia,2016.0,1.36,Seguir marcas que les gustan,36.0,FB Messenger,65.0
Australia,2016.0,1.36,Seguir marcas que les gustan,36.0,Instagram,49.0
Australia,2016.0,1.36,Seguir marcas que les gustan,36.0,Snapchat,28.0
Australia,2016.0,1.36,Seguir marcas que les gustan,36.0,Twitter,27.0
Australia,2016.0,1.36,Seguir marcas que les gustan,36.0,WhatsApp,29.0
Australia,2016.0,1.36,Descubrir marcas a través de comentarios,22.0,Facebook,80.0
Australia,2016.0,1.36,Descubrir marcas a través de comentarios,22.0,FB Messenger,65.0
Australia,2016.0,1.36,Descubrir marcas a través de comentarios,22.0,Instagram,49.0
Australia,2016.0,1.36,Descubrir marcas a través de comentarios,22.0,Snapchat,28.0
Australia,2016.0,1.36,Descubrir marcas a través de comentarios,22.0,Twitter,27.0
Australia,2016.0,1.36,Descubrir marcas a través de comentarios,22.0,WhatsApp,29.0
Australia,2016.0,1.36,Investigar productos/marcas usando redes sociales,31.0,Facebook,80.0
Australia,2016.0,1.36,Investigar productos/marcas usando redes sociales,31.0,FB Messenger,65.0
Australia,2016.0,1.36,Investigar productos/marcas usando redes sociales,31.0,Instagram,49.0
Australia,2016.0,1.36,Investigar productos/marcas usando redes sociales,31.0,Snapchat,28.0
Australia,2016.0,1.36,Investigar productos/marcas usando redes sociales,31.0,Twitter,27.0
Australia,2016.0,1.36,Investigar productos/marcas usando redes sociales,31.0,WhatsApp,29.0
Australia,2016.0,1.36,Motivar compras a través de 'Me gusta',14.0,Facebook,80.0
Australia,2016.0,1.36,Motivar compras a través de 'Me gusta',14.0,FB Messenger,65.0
Australia,2016.0,1.36,Motivar compras a través de 'Me gusta',14.0,Instagram,49.0
Australia,2016.0,1.36,Motivar compras a través de 'Me gusta',14.0,Snapchat,28.0
Australia,2016.0,1.36,Motivar compras a través de 'Me gusta',14.0,Twitter,27.0
Australia,2016.0,1.36,Motivar compras a través de 'Me gusta',14.0,WhatsApp,29.0
Australia,2016.0,1.36,Motivar compras a través del botón 'Comprar',5.0,Facebook,80.0
Australia,2016.0,1.36,Motivar compras a través del botón 'Comprar',5.0,FB Messenger,65.0
Australia,2016.0,1.36,Motivar compras a través del botón 'Comprar',5.0,Instagram,49.0
Australia,2016.0,1.36,Motivar compras a través del botón 'Comprar',5.0,Snapchat,28.0
Australia,2016.0,1.36,Motivar compras a través del botón 'Comprar',5.0,Twitter,27.0
Australia,2016.0,1.36,Motivar compras a través del botón 'Comprar',5.0,WhatsApp,29.0
Australia,2017.0,1.39,Uso de redes sociales para mantenerse informado,34.0,Facebook,80.0
